Date,VSMO,UNAC,CNRU,VKCO,MGNT,KZOSP,WUSH,UGLD,LNZL,SELG,PRFN,CARM,RUAL,NKHP,ALRS,DIAS,TATN,RTKM,PRMD,TGKN,TRNFP,DOMRF,RAGR,GCHE,UWGN,SNGSP,FIXR,NKNC,VRSB,MBNK,MOEX,KAZTP,SNGS,TGKBP,PIKK,ROSN,EUTR,MRKU,ENPG,T,MRKV,CNTL,VSEH,SVAV,KMAZ,KZOS,ELFV,HEAD,ETLN,SMLT,SBER,GECO,GAZP,BSPB,LSNG,RENI,POSI,KROT,SIBN,KLSB,CHMK,MRKZ,APTK,HYDR,LNZLP,SFIN,RASP,BAZA,GMKN,UPRO,MSNG,AFKS,PLZL,LEAS,CNTLP,OZON,LIFE,DATA,IRKT,TTLK,SVCB,GEMC,PHOR,HNFG,HHRU,TATNP,MAGN,VTBR,BANEP,MRKP,FLOT,ABIO,DVEC,ZAYM,MTSS,OZPH,FEES,PMSB,GLRX,RBCM,MSRS,IRAO,NSVZ,BLNG,X5,NVTK,UNKL,AQUA,ROLO,OGKB,CBOM,ABRD,TRMK,SOFL,KRKNP,CHMF,NKNCP,LSRG,RTKMP,MGTSP,KLVZ,YDEX,BANE,AFLT,MVID,PMSBP,MSTT,MTLR,IVAT,AKRN,MDMG,SBERP,LENT,ASTR,RKKE,MRKC,KAZT,YAKG,TGKB,RNFT,GTRK,NLMK,BELU,FESH,SGZH,LSNGP,MRKS,LKOH,DELI,MGKL,NMTP,TGKA,MTLRP,MRKY
2021-02-09,22200.0,0.47,,2006.2,5239.0,20.6,,,18360.0,45.19,1.95,,37.5,380.5,104.15,,523.1,104.7,,0.0,1461.6,,126.9,2010.0,137.0,40.15,,88.8,68.0,,164.83,164.5,33.94,0.01,762.5,494.85,,0.16,762.0,3465.0,0.07,17.54,,268.5,63.3,85.5,0.91,2441.0,133.76,1098.0,267.91,,227.1,55.18,6.24,,,397.0,339.5,11.34,3185.0,0.06,13.51,0.8,4130.0,495.4,179.85,,253.96,2.88,2.15,35.85,1452.0,,16.16,4955.0,6.97,,25.7,0.51,,,3642.0,,2441.0,489.4,51.8,188.55,1204.5,0.25,90.93,39.18,0.84,,332.85,,0.22,149.2,,3.52,1.33,5.37,203.0,6.21,2634.0,1373.8,10290.0,250.0,1.03,0.79,6.41,197.0,58.44,,15540.0,1287.2,79.46,941.0,92.05,1980.0,,5128.0,1668.5,70.0,794.2,149.8,108.1,72.3,,6006.0,499.5,247.07,,,8010.0,0.38,175.4,60.4,0.0,202.4,41.0,207.04,1800.0,11.38,,155.65,0.37,5688.5,,,8.26,0.01,75.0,0.05
2021-02-10,22500.0,0.47,,2014.0,5154.0,21.46,,,18230.0,44.81,1.95,,36.99,378.0,103.73,,523.2,103.58,,0.0,1444.0,,126.12,2012.0,137.0,40.22,,88.8,68.0,,160.4,164.0,33.67,0.01,740.5,490.85,,0.16,781.0,3543.4,0.07,17.26,,267.0,63.8,85.6,0.91,2382.0,133.3,1091.0,265.53,,222.87,55.0,6.19,,,393.0,333.0,11.29,3185.0,0.06,13.46,0.79,4116.0,492.8,179.4,,252.38,2.86,2.14,35.4,1429.0,,16.06,4754.0,7.01,,25.62,0.52,,,3624.0,,2382.0,486.3,51.55,187.22,1195.0,0.25,90.08,39.02,0.83,,329.9,,0.22,150.7,,3.5,1.33,5.36,203.5,6.06,2599.5,1340.8,10080.0,256.0,1.07,0.79,6.43,196.6,58.2,,15560.0,1280.0,79.16,927.0,92.2,1966.0,,5311.0,1648.0,68.52,827.1,150.0,108.6,71.75,,6008.0,495.4,244.32,,,8090.0,0.38,180.8,59.6,0.0,199.0,41.0,205.34,1830.0,11.14,,153.8,0.38,5571.0,,,8.15,0.01,74.6,0.05
2021-02-11,22840.0,0.46,,2027.4,5150.0,21.01,,,18530.0,44.6,1.97,,37.37,379.5,105.02,,520.0,103.07,,0.0,1462.0,,126.32,2096.0,136.8,40.11,,89.1,68.0,,160.61,164.0,33.81,0.01,736.7,501.0,,0.16,784.0,3525.6,0.07,17.06,,268.0,63.8,85.2,0.91,2364.0,133.7,1095.0,265.1,,222.45,55.03,6.19,,,396.0,331.3,11.34,3220.0,0.06,13.54,0.8,4110.0,497.0,179.7,,254.28,2.87,2.14,35.02,1446.0,,15.8,4812.0,7.02,,25.44,0.52,,,3668.0,,2364.0,484.0,51.7,188.32,1182.5,0.25,90.05,38.76,0.83,,328.5,,0.22,148.7,,3.52,1.33,5.3,202.5,6.1,2615.0,1340.4,10120.0,256.0,1.11,0.79,6.44,197.0,58.44,,15520.0,1281.8,81.6,936.2,91.8,1968.0,,5374.5,1655.5,68.86,803.1,150.0,107.75,72.33,,6030.0,496.6,243.03,,,8080.0,0.38,173.8,61.9,0.0,204.2,40.6,207.02,1939.0,11.0,,153.8,0.38,5668.5,,,8.12,0.01,76.2,0.05
2021-02-12,22920.0,0.45,,1993.4,5153.0,20.71,,,18390.0,44.35,1.98,,36.51,369.0,104.61,,526.5,103.61,,0.0,1460.0,,126.18,2099.0,139.5,40.2,,89.1,68.0,,163.37,161.5,33.54,0.01,755.4,504.15,,0.16,769.0,3536.4,0.07,17.44,,260.0,63.3,84.4,0.91,2302.0,133.82,1079.2,264.0,,226.0,55.1,6.13,,,394.0,339.0,11.27,3220.0,0.06,13.45,0.8,4080.0,497.2,179.1,,253.26,2.87,2.13,35.15,1435.6,,15.82,4791.0,7.06,,25.5,0.51,,,3671.0,,2302.0,486.3,51.66,186.75,1173.0,0.25,89.81,38.74,0.83,,325.85,,0.22,149.9,,3.48,1.32,5.25,202.0,6.1,2594.5,1372.8,10250.0,253.5,1.09,0.8,6.4,196.6,58.28,,15540.0,1289.0,81.04,924.2,91.75,1950.0,,5432.0,1653.0,69.0,780.7,149.8,107.55,70.77,,6036.0,492.9,243.12,,,8070.0,0.37,177.2,62.7,0.0,206.8,40.0,207.18,2158.0,11.09,,157.9,0.38,5706.0,,,8.16,0.01,77.65,0.05
2021-02-15,23560.0,0.45,,2011.0,5272.0,20.8,,,18450.0,45.3,2.0,,37.2,383.5,102.96,,537.8,104.27,,0.0,1458.0,,126.04,2087.0,140.5,40.0,,89.15,68.5,,165.21,166.0,34.07,0.01,761.5,518.15,,0.16,772.0,3587.8,0.07,17.66,,262.0,63.8,84.8,0.91,2302.0,134.1,1090.2,270.18,,228.3,55.57,6.18,,,390.0,344.2,11.3,3305.0,0.06,13.48,0.81,4100.0,495.0,179.8,,261.84,2.88,2.12,35.52,1446.0,,16.24,4707.5,7.12,,25.5,0.52,,,3714.0,,2302.0,497.2,51.5,190.2,1180.0,0.26,90.02,38.8,0.84,,329.5,,0.22,151.4,,3.49,1.36,5.28,202.5,6.36,2654.5,1394.0,10390.0,254.5,1.13,0.81,6.49,198.0,58.76,,15580.0,1278.6,80.98,925.0,92.05,1958.0,,5435.0,1657.0,69.04,797.2,150.4,109.35,73.27,,6060.0,492.2,248.78,,,8400.0,0.38,174.8,65.4,0.0,209.0,40.4,206.48,2510.0,11.29,,157.0,0.38,5887.5,,,8.13,0.01,77.1,0.05
2021-02-16,23800.0,0.45,,2037.6,5305.0,20.68,,,18380.0,45.2,2.04,,37.4,378.0,101.48,,539.0,104.44,,0.0,1456.0,,126.28,2080.0,138.7,40.02,,89.3,68.5,,162.74,165.5,33.98,0.01,768.1,528.1,,0.16,755.0,3735.0,0.07,17.54,,261.0,63.7,84.9,0.91,2327.0,133.42,1076.8,271.25,,232.4,55.93,6.14,,,394.0,346.6,11.06,3285.0,0.06,13.45,0.81,4100.0,489.2,178.1,,262.36,2.87,2.12,35.82,1438.8,,16.28,4721.5,7.03,,25.4,0.51,,,3776.0,,2327.0,499.0,52.47,188.85,1173.0,0.25,90.14,38.82,0.85,,328.95,,0.22,150.7,,3.5,1.39,5.29,203.5,6.23,2656.0,1391.0,11160.0,254.0,1.12,0.81,6.54,198.6,58.68,,15580.0,1300.6,81.36,932.2,92.2,1966.0,,5391.0,1645.0,69.28,823.0,150.2,109.15,72.33,,6090.0,495.1,249.23,,,8390.0,0.38,174.8,66.5,0.0,208.2,40.0,208.0,3174.0,11.45,,157.35,0.38,5865.0,,,8.18,0.01,77.75,0.05
2021-02-17,23000.0,0.44,,2006.6,5225.0,20.41,,,18420.0,44.6,1.99,,38.3,372.0,99.81,,522.2,103.38,,0.0,1459.6,,126.04,2083.0,137.0,39.91,,89.4,69.0,,164.6,164.0,34.0,0.01,758.6,507.2,,0.16,760.5,3882.8,0.07,17.22,,258.5,63.5,84.4,0.86,2357.0,133.28,1070.0,268.94,,226.77,55.49,6.12,,,395.0,347.65,10.86,3250.0,0.06,13.43,0.81,4080.0,483.6,175.6,,263.5,2.88,2.12,35.4,1396.0,,16.22,4547.5,6.99,,25.26,0.51,,,3765.0,,2357.0,488.5,51.53,187.15,1170.0,0.25,89.85,38.4,0.84,,325.1,,0.22,151.7,,3.48,1.39,5.28,205.0,6.24,2628.5,1351.6,10660.0,253.5,1.09,0.78,6.45,201.0,58.48,,15500.0,1287.0,81.16,909.4,92.0,1946.0,,5221.0,1633.0,69.08,833.4,149.8,108.55,72.37,,6050.0,502.0,247.0,,,8290.0,0.37,171.0,66.05,0.0,208.2,39.4,205.46,4442.0,11.48,,156.35,0.38,5688.5,,,8.12,0.01,77.05,0.05
2021-02-18,22700.0,0.48,,1998.6,5178.0,20.49,,,18280.0,44.2,1.97,,38.8,376.5,97.62,,513.4,105.29,,0.0,1450.6,,126.58,2079.0,136.2,39.72,,89.05,69.0,,160.01,161.5,33.45,0.01,765.5,508.0,,0.16,760.0,3927.0,0.07,17.2,,257.0,62.9,82.0,0.84,2338.0,133.58,1075.2,266.51,,224.74,54.81,6.05,,,551.0,338.1,10.8,3130.0,0.06,13.5,0.81,4076.0,485.4,174.9,,266.42,2.85,2.1,35.35,1366.6,,15.82,4513.0,6.9,,25.26,0.5,,,3740.0,,2338.0,481.7,50.82,183.78,1163.5,0.25,89.08,38.16,0.83,,320.65,,0.22,150.4,,3.46,1.31,5.19,283.0,6.16,2573.0,1341.2,10890.0,249.0,1.11,0.79,6.44,281.0,58.6,,15400.0,1277.6,81.34,910.0,91.85,1934.0,,5025.0,1629.0,68.64,834.7,149.6,108.4,69.84,,5990.0,507.0,246.81,,,8120.0,0.39,172.6,66.5,0.0,209.2,38.9,203.76,6204.0,11.6,,155.05,0.38,5603.5,,,8.12,0.01,75.4,0.05
2021-02-19,23100.0,0.47,,2025.6,5142.5,20.35,,,18350.0,44.46,2.02,,40.35,380.0,96.6,,524.9,109.1,,0.0,1455.0,,126.72,2091.0,136.3,39.63,,89.15,67.0,,166.89,165.0,33.88,0.01,788.4,514.1,,0.16,761.5,4074.8,0.07,17.4,,264.5,63.1,82.0,0.84,2378.0,134.22,1086.2,271.35,,226.17,55.28,5.99,,,771.0,338.2,10.87,3130.0,0.06,13.49,0.8,4066.0,485.2,178.45,,280.82,2.83,2.13,36.6,1397.0,,15.9,4738.0,6.92,,25.2,0.51,,,3813.0,,2378.0,493.7,51.85,186.15,1158.0,0.25,91.39,37.9,0.84,,322.6,,0.22,151.5,,3.46,1.27,5.18,233.0,6.12,2565.5,1365.2,10670.0,252.5,1.1,0.79,6.5,231.0,58.96,,15520.0,1312.4,81.12,921.6,93.75,1944.0,,5063.0,1622.0,69.0,826.3,150.6,107.7,70.51,,6008.0,510.0,250.34,,,8180.0,0.39,175.0,66.15,0.0,204.8,38.7,208.78,3722.0,12.0,,157.4,0.39,5665.5,,,8.32,0.01,75.85,0.05
2021-02-20,23540.0,0.47,,2014.2,5145.5,20.5,,,18390.0,44.67,2.03,,39.95,388.0,97.5,,525.0,109.1,,0.0,1455.6,,127.96,2119.0,135.2,39.98,,89.65,72.5,,165.7,165.5,33.77,0.01,785.8,513.25,,0.16,765.5,4225.2,0.07,17.64,,264.0,63.6,83.2,0.84,2376.0,133.96,1086.8,270.51,,226.4,55.7,6.0,,,480.0,340.0,10.96,3145.0,0.06,13.53,0.81,4080.0,487.2,177.8,,270.2,2.86,2.13,36.55,1392.4,,16.16,4857.0,7.03,,25.28,0.51,,,3877.0,,2376.0,491.6,52.18,186.0,1173.5,0.25,92.06,38.06,0.86,,323.45,,0.22,150.6,,3.59,1.27,5.22,217.0,6.14,2570.0,1360.4,10780.0,254.0,1.1,0.8,6.48,219.0,58.7,,15500.0,1311.6,80.74,925.8,93.7,1950.0,,5046.0,1647.5,69.06,826.8,150.4,108.45,71.62,,6016.0,537.1,249.35,,,8240.0,0.4,173.6,66.85,0.0,208.8,40.6,209.1,2560.0,12.04,,158.0,0.38,5635.0,,,8.26,0.01,77.1,0.05
2021-02-22,23000.0,0.47,,2005.4,5079.0,20.38,,,18320.0,44.6,1.98,,41.1,380.5,97.78,,524.9,107.71,,0.0,1449.6,,127.9,2140.0,134.9,39.59,,89.4,70.0,,169.6,165.0,33.63,0.01,782.1,511.35,,0.16,766.0,4151.0,0.07,17.44,,263.0,62.8,82.8,0.85,2357.0,132.5,1088.2,273.0,,224.69,55.33,6.03,,,458.0,340.35,10.97,3175.0,0.06,13.46,0.8,4160.0,484.0,181.5,,259.0,2.83,2.1,36.05,1390.2,,16.24,4784.5,6.97,,25.26,0.5,,,3915.0,,2357.0,491.6,52.8,186.0,1170.5,0.25,89.65,37.98,0.84,,320.45,,0.22,151.7,,3.53,1.25,5.15,208.5,6.21,2530.5,1341.8,10540.0,253.0,1.09,0.79,6.53,206.0,58.0,,15500.0,1330.2,79.8,936.2,93.35,1952.0,,4949.0,1626.0,69.0,819.9,151.0,111.55,71.49,,5980.0,544.0,250.49,,,8170.0,0.39,173.4,66.25,0.0,211.6,39.8,213.8,2499.0,12.14,,160.4,0.37,5771.5,,,8.02,0.01,78.5,0.05
2021-02-24,23100.0,0.46,,2038.6,4958.5,20.11,,,18370.0,44.35,1.97,,39.97,370.5,97.97,,537.3,108.55,,0.0,1441.6,,126.86,2111.0,134.6,39.51,,89.35,70.5,,171.82,166.0,33.59,0.01,772.6,516.8,,0.16,752.5,3765.0,0.07,17.28,,265.0,62.9,81.5,0.84,2387.0,132.46,1147.6,269.79,,221.07,55.69,5.97,,,440.0,344.0,10.37,3100.0,0.06,13.45,0.78,4080.0,483.8,185.6,,247.1,2.84,2.15,35.46,1407.0,,15.94,4566.5,6.96,,25.14,0.51,,,3939.0,,2387.0,503.4,52.45,185.6,1165.0,0.25,90.16,37.5,0.84,,315.6,,0.21,150.6,,3.5,1.25,5.12,210.5,6.08,2458.0,1314.0,10700.0,249.0,1.03,0.78,6.71,210.6,57.9,,15440.0,1293.2,79.5,926.8,93.3,1940.0,,4906.5,1625.0,69.74,820.2,149.6,109.25,71.0,,6020.0,518.5,249.35,,,8120.0,0.39,172.4,66.95,0.0,205.0,39.5,210.48,2415.0,12.09,,156.45,0.41,5750.0,,,8.05,0.01,77.25,0.05
2021-02-25,23340.0,0.46,,2020.0,4965.5,20.04,,,18220.0,44.09,2.0,,40.5,367.0,99.85,,544.0,109.46,,0.0,1438.0,,127.1,2122.0,133.3,39.33,,89.4,69.5,,173.59,167.0,33.68,0.01,780.9,534.8,,0.16,757.0,3967.0,0.07,19.1,,261.0,63.0,80.9,0.84,2485.0,133.0,1140.0,275.19,,223.57,56.5,5.91,,,458.0,348.95,10.34,3080.0,0.06,13.44,0.78,4086.0,486.4,186.5,,233.8,2.85,2.18,35.96,1402.0,,16.46,4500.0,6.96,,25.24,0.5,,,3952.0,,2485.0,509.5,54.12,188.75,1162.0,0.25,90.52,37.68,0.83,,315.9,,0.22,151.5,,3.48,1.26,5.17,213.0,6.06,2474.0,1308.0,10620.0,252.0,1.0,0.78,6.82,209.6,57.7,,15460.0,1352.6,80.38,915.6,93.8,1940.0,,4945.0,1618.5,69.9,822.0,150.4,109.4,72.8,,6030.0,510.0,253.0,,,8110.0,0.4,173.6,69.9,0.0,202.4,39.6,220.16,2328.0,12.17,,156.35,0.39,5858.0,,,8.05,0.01,77.35,0.05
2021-02-26,23280.0,0.45,,2012.0,4921.5,19.47,,,18310.0,43.57,1.95,,39.38,359.5,99.5,,524.5,108.15,,0.0,1432.0,,128.36,2112.0,132.0,39.33,,89.1,68.0,,172.95,166.5,32.48,0.01,777.3,525.9,,0.16,744.0,3868.0,0.07,18.0,,257.0,62.2,80.9,0.83,2621.0,130.28,1160.0,270.03,,218.9,55.75,5.9,,,440.0,339.0,10.22,3110.0,0.06,13.44,0.78,4056.0,484.8,181.4,,233.5,2.81,2.16,34.82,1404.6,,16.08,4272.5,6.9,,25.12,0.49,,,4050.0,,2621.0,491.8,54.27,184.9,1150.0,0.25,90.2,37.2,0.83,,315.0,,0.21,150.0,,3.49,1.19,5.11,210.0,6.01,2460.0,1278.4,10350.0,253.5,0.96,0.78,6.68,203.0,57.54,,15400.0,1349.0,79.48,881.8,92.6,1932.0,,4815.0,1619.0,69.58,820.4,149.2,108.25,70.0,,5990.0,502.0,250.0,,,8020.0,0.41,174.0,73.9,0.0,197.8,39.3,223.88,2055.0,12.06,,155.0,0.38,5603.5,,,8.03,0.01,76.55,0.05
2021-03-01,23080.0,0.45,,2006.0,4974.0,19.84,,,18170.0,43.87,2.0,,39.35,372.5,100.26,,530.5,110.26,,0.0,1436.0,,128.12,2166.0,131.3,39.64,,89.6,67.5,,176.75,166.5,32.48,0.01,756.5,524.05,,0.16,749.5,3888.0,0.07,17.8,,260.5,64.2,81.6,0.83,2565.0,124.0,1182.4,274.27,,221.24,56.33,5.9,,,484.0,343.8,10.08,3150.0,0.06,13.7,0.79,4066.0,483.4,183.1,,241.16,2.8,2.19,35.04,1425.6,,16.22,4598.0,6.92,,25.1,0.5,,,4018.0,,2565.0,497.1,55.03,186.68,1146.0,0.25,90.92,36.6,0.82,,314.4,,0.21,151.9,,3.47,1.17,5.08,212.0,6.1,2411.5,1300.0,10440.0,250.5,1.0,0.8,6.78,217.6,57.66,,15500.0,1370.4,79.96,849.8,93.15,1936.0,,4945.5,1611.5,70.26,848.0,149.0,109.15,71.08,,5992.0,507.0,249.8,,,8060.0,0.41,173.4,76.6,0.0,197.8,38.4,223.98,2268.0,12.07,,155.4,0.37,5644.0,,,8.03,0.01,76.5,0.05
2021-03-02,23200.0,0.45,,2004.4,5079.0,19.82,,,18220.0,43.55,1.99,,39.5,370.0,102.72,,538.0,110.11,,0.0,1448.0,,128.04,2245.0,133.2,40.14,,89.55,68.0,,173.75,165.0,33.4,0.01,782.0,528.85,,0.16,745.5,3851.2,0.07,17.96,,260.0,64.8,80.0,0.82,2582.0,128.7,1167.8,279.2,,223.23,56.55,5.93,,,475.0,346.7,10.01,3120.0,0.06,13.72,0.81,4050.0,485.0,182.0,,237.08,2.83,2.16,35.69,1446.4,,16.1,4707.5,6.92,,25.58,0.51,,,4080.0,,2582.0,501.3,55.0,187.5,1153.0,0.25,93.2,35.62,0.81,,317.15,,0.21,152.0,,3.49,1.25,5.02,216.0,6.13,2426.0,1318.8,10390.0,252.5,0.99,0.8,6.87,235.0,58.96,,15460.0,1357.0,79.76,850.8,92.75,1938.0,,5010.0,1610.5,70.98,870.0,149.4,109.5,70.8,,6032.0,512.1,252.5,,,8070.0,0.41,172.6,80.8,0.0,197.0,38.3,221.58,2494.0,12.17,,154.1,0.37,5650.5,,,8.02,0.01,76.3,0.05
2021-03-03,22980.0,0.45,,2020.0,5077.0,19.51,,,18250.0,43.62,1.96,,40.69,370.5,103.39,,538.3,109.89,,0.0,1455.0,,129.56,2365.0,132.0,40.13,,89.8,67.5,,169.75,171.5,33.7,0.01,773.2,535.15,,0.16,751.0,3842.0,0.07,17.98,,261.0,64.6,79.6,0.81,2681.0,128.98,1170.0,278.88,,222.95,57.5,5.92,,,467.0,343.95,10.16,3110.0,0.06,13.67,0.8,4046.0,493.2,183.7,,232.4,2.83,2.17,35.3,1453.6,,16.1,4544.0,6.89,,25.38,0.51,,,4196.0,,2681.0,506.2,56.2,187.3,1164.5,0.26,91.6,36.12,0.8,,318.9,,0.21,148.2,,3.49,1.25,5.07,213.0,6.34,2477.0,1316.0,10410.0,251.5,1.01,0.79,6.92,220.0,60.14,,15480.0,1376.8,79.66,861.2,93.3,1948.0,,5030.0,1611.5,70.92,863.2,148.0,108.65,70.62,,6000.0,513.1,252.89,,,8050.0,0.42,171.8,85.6,0.0,197.2,38.7,226.96,2415.0,12.22,,154.6,0.37,5715.0,,,7.94,0.01,75.7,0.05
2021-03-04,23460.0,0.45,,1958.0,5028.0,19.8,,,18110.0,43.0,1.93,,40.0,367.0,105.21,,538.5,108.9,,0.0,1468.0,,128.84,2456.0,129.6,39.85,,89.5,67.5,,170.11,169.5,33.74,0.01,785.0,539.7,,0.16,744.5,3775.2,0.07,17.5,,260.0,64.1,78.7,0.82,2704.0,125.0,1200.0,279.84,,223.44,57.06,5.9,,,453.0,346.9,10.1,3110.0,0.06,13.56,0.8,4056.0,513.4,180.65,,224.16,2.92,2.17,34.77,1434.8,,16.02,4312.0,6.83,,25.1,0.5,,,4085.0,,2704.0,505.4,55.45,187.12,1175.5,0.26,90.65,35.46,0.79,,323.25,,0.21,147.8,,3.49,1.25,5.07,211.0,6.33,2429.0,1321.6,10280.0,250.0,1.01,0.78,6.89,211.6,59.78,,15480.0,1351.4,79.52,869.4,91.85,1946.0,,4827.5,1615.5,69.84,848.8,147.6,108.35,69.57,,5982.0,523.0,254.01,,,7960.0,0.42,174.4,89.6,0.0,189.6,38.3,220.84,2141.0,12.19,,154.3,0.36,5814.5,,,7.9,0.01,76.3,0.05
2021-03-05,23580.0,0.44,,1899.6,5021.0,19.3,,,18070.0,42.55,1.94,,39.55,362.0,107.62,,562.5,107.23,,0.0,1460.0,,127.86,2370.0,130.5,39.87,,89.0,67.5,,166.2,171.5,34.73,0.01,754.6,556.5,,0.16,748.0,3832.2,0.07,17.14,,260.0,64.2,79.8,0.82,2415.0,124.08,1205.0,275.44,,225.34,56.89,5.86,,,446.0,359.3,9.94,3080.0,0.06,13.59,0.81,4020.0,500.6,178.1,,220.3,2.86,2.18,34.47,1441.4,,15.8,4036.0,6.82,,25.08,0.5,,,4090.0,,2415.0,522.4,53.75,187.05,1200.0,0.25,90.16,35.3,0.77,,317.5,,0.21,147.5,,3.49,1.23,5.03,208.5,6.29,2437.0,1397.4,9970.0,247.0,0.97,0.78,6.92,211.0,59.82,,15460.0,1328.2,79.14,866.2,90.2,1936.0,,4636.5,1640.0,69.0,816.2,147.6,109.1,70.0,,5996.0,528.0,251.52,,,7750.0,0.41,174.6,94.35,0.0,186.0,38.5,212.0,2067.0,12.1,,153.95,0.35,6197.5,,,7.92,0.01,77.3,0.05
2021-03-09,24600.0,0.43,,1869.0,4960.0,19.42,,,18250.0,43.56,1.96,,39.84,360.5,108.05,,606.8,107.16,,0.0,1448.0,,129.78,2420.0,129.8,40.51,,90.2,67.5,,167.46,173.0,36.33,0.01,752.2,572.0,,0.16,752.5,3717.8,0.07,17.16,,259.5,64.6,80.5,0.82,2342.0,123.0,1205.0,284.72,,232.32,56.23,5.8,,,454.0,377.0,10.02,3090.0,0.06,13.51,0.82,4066.0,507.2,180.95,,227.56,2.87,2.2,34.12,1435.0,,15.82,3845.0,6.79,,25.24,0.5,,,4020.0,,2342.0,560.4,52.95,191.28,1243.5,0.26,90.41,35.7,0.8,,315.0,,0.21,148.4,,3.5,1.24,5.0,204.0,6.23,2427.0,1466.8,9970.0,248.0,0.99,0.79,6.95,207.0,60.54,,15500.0,1302.4,79.54,865.0,92.1,1940.0,,4644.5,1713.0,69.16,799.0,148.8,108.55,70.59,,6010.0,516.6,258.39,,,7560.0,0.41,176.0,115.0,0.0,185.4,38.6,209.98,2138.0,12.21,,153.85,0.35,6306.5,,,7.99,0.01,78.9,0.05
2021-03-10,24960.0,0.43,,1843.2,5087.5,19.49,,,18230.0,43.41,1.93,,41.05,363.5,106.71,,606.2,106.68,,0.0,1433.0,,128.76,2422.0,130.6,40.59,4.54,89.95,67.0,,167.84,172.5,35.48,0.01,754.2,560.5,,0.16,772.0,3765.0,0.07,16.9,,259.5,64.5,80.5,0.83,2380.0,123.3,1201.0,281.66,,232.0,57.1,5.79,,,449.0,372.4,10.06,3120.0,0.06,13.51,0.81,4070.0,506.2,181.3,,230.06,2.85,2.2,34.68,1405.6,,15.86,3848.5,6.79,,25.04,0.5,,,3970.0,,2380.0,558.6,53.34,190.95,1225.0,0.25,90.64,35.4,0.8,,314.9,,0.21,150.3,,3.5,1.24,5.03,206.0,6.09,2437.5,1473.2,9980.0,249.5,0.99,0.81,7.0,206.0,62.44,,15500.0,1340.0,79.62,853.0,90.75,1950.0,,4705.0,1676.5,70.06,788.8,149.2,108.25,70.01,,6004.0,520.4,257.32,,,7670.0,0.38,175.4,124.8,0.0,190.8,38.8,208.5,2138.0,12.02,,152.95,0.35,6115.0,,,7.92,0.01,77.35,0.05
2021-03-11,25100.0,0.43,,1845.0,5100.0,19.63,,,18160.0,43.43,1.9,,43.3,359.0,107.29,,614.9,108.5,,0.0,1450.0,,128.32,2444.0,129.7,40.03,4.54,90.0,67.5,,168.25,171.5,35.62,0.01,739.9,568.0,,0.16,799.0,3876.0,0.07,16.96,,259.5,64.6,82.2,0.82,2467.0,124.48,1200.8,285.48,,231.49,57.42,5.77,,,454.0,378.35,10.11,3205.0,0.06,13.57,0.81,4090.0,505.2,182.55,,232.48,2.83,2.2,35.19,1420.8,,15.86,4004.0,6.81,,25.28,0.5,,,3971.0,,2467.0,564.0,55.05,190.93,1244.0,0.25,90.69,35.68,0.79,,318.8,,0.21,150.4,,3.48,1.23,5.06,208.0,6.07,2492.0,1483.8,10020.0,248.0,1.01,0.8,6.94,209.6,61.76,,15500.0,1357.0,79.24,856.6,91.0,1956.0,,4851.0,1715.0,69.8,756.8,149.4,108.7,70.78,,6000.0,513.8,257.1,,,7660.0,0.38,174.4,119.6,0.0,191.2,39.2,212.02,2484.0,12.08,,153.0,0.34,6307.5,,,7.84,0.01,78.3,0.05
2021-03-12,25100.0,0.43,,1810.6,5135.5,19.24,,,18100.0,42.89,1.87,,43.84,362.0,106.32,,624.0,108.3,,0.0,1477.0,,128.18,2456.0,129.9,40.45,4.53,90.1,67.0,,167.08,170.5,36.34,0.01,738.0,568.6,,0.16,795.0,4296.0,0.07,17.16,,259.0,64.5,82.3,0.82,2509.0,121.5,1190.2,285.7,,233.49,56.85,5.82,,,448.0,381.5,10.07,3125.0,0.06,13.7,0.81,4096.0,509.6,181.2,,236.8,2.83,2.2,36.12,1402.0,,15.88,4066.0,6.81,,25.18,0.5,,,3923.0,,2509.0,571.0,56.09,191.05,1257.0,0.25,90.7,34.5,0.8,,322.85,,0.21,149.5,,3.48,1.22,5.05,207.5,6.04,2479.5,1519.4,9990.0,248.0,1.0,0.8,6.92,206.6,80.32,,15460.0,1405.8,81.26,859.8,90.2,1954.0,,4855.0,1708.0,69.9,726.6,149.8,108.7,70.05,,5994.0,513.5,260.0,,,7660.0,0.38,173.0,121.0,0.0,190.2,38.8,216.2,2423.0,12.06,,153.0,0.35,6357.0,,,7.93,0.01,77.15,0.05
